155   B0538-75      mlt+78     287.16 -30.82 1.24585559629            5  smd93      5.65E-16             3  smd93      17.5           5  dmk+93     1.04   1.04     tc93       3.49e+07 *       *          *                               

156   J0537-69      rcl+13     279.77 -31.73 0.112613212             20  rcl+13     *                    0  *          273            1  rcl+13     3.35   +3.35    tc93       *        *       *          *                               
157   J0537-6910    mgz+98     279.56 -31.74 0.0161222220245          4  mgm+04     5.1784338E-14       11  mgm+04     *              0  *          53.70  *        *          4.93e+03 *       *          NRAD                            
158   J0538+2817    fcwa95     179.72 -1.69  0.14315825891177        11  klh+03     3.6694515E-15       13  klh+03     39.570         1  lwf+04     1.30   1.77     tc93       6.18e+05 *       *          HE[mkz+03]                      
159   J0540+3207    cfl+06     176.72 0.76   0.5242708632083          5  nab+13     0.44811E-15          2  nab+13     61.97          4  nab+13     2.37   2.37     tc93       1.85e+07 *       *          *                               
160   B0540-69      shh84      279.72 -31.52 0.05049881764574         6  lkg05      4.78924621E-13       3  lkg05      146.5          2  jr03       53.70  +3.36    tc93       1.67e+03 *       *          HE[mp85]                        

161   J0540-7125    lml+98     282.15 -31.24 1.286014595              3  dsb+98     8.2E-16              8  dsb+98     29.41          7  dsb+98     2.69   2.69     tc93       2.48e+07 *       *          *                               
162   J0542-68      rcl+13     278.45 -31.41 0.42518900              72  rcl+13     *                    0  *          114            5  rcl+13     3.38   +3.38    tc93       *        *       *          *                               
163   B0540+23      dls72      184.36 -3.32  0.2459747688901         19  hlk+04     1.5422691E-14       19  hlk+04     77.7115       17  hlk+04     3.54   3.54     tc93       2.53e+05 *       *          *                               
164   J0543-6851    mfl+06     279.13 -31.24 0.70895418575            6  mfl+06     3.94E-15             3  mfl+06     131            4  mfl+06     53.70  +3.39    tc93       2.85e+06 *       *          *                               
165   J0546+2441    clm+05     183.73 -2.04  2.84385038524            6  clm+05     7.65E-15             3  clm+05     73.81          3  clm+05     3.16   3.16     tc93       5.89e+06 *       *          *                               

166   J0554+3107    pga+13     179.06 2.70   0.464960965736          16  pga+13     1.426028E-13        11  pga+13     *              0  *          *      *        *          5.17e+04 *       *          NRAD                            
167   J0555+3948    bck+13     171.61 7.19   1.1469058                2  bck+13     *                    0  *          37             0  bck+13     1.76   1.76     tc93       *        *       *          *                               
168   J0555-7056    mfl+06     281.46 -30.12 0.82783808575            7  mfl+06     5.96E-15             3  mfl+06     73.4          16  mfl+06     53.70  +3.51    tc93       2.2e+06  *       *          *                               
169   B0559-57      mlt+78     266.49 -29.34 2.261364513              3  nmc81      2.78E-15             9  nmc81      30             8  nmc81      2.55   2.55     tc93       1.29e+07 *       *          *                               
170   B0559-05      mlt+78     212.20 -13.48 0.3959691695432          5  hlk+04     1.302098E-15         5  hlk+04     80.538         5  hlk+04     7.54   +7.54    tc93       4.82e+06 *       *          *                               

171   J0605+37      rap+12     175.04 7.55   0.00273                  0  rap+12     *                    0  *          21.0           0  rap+12     1.16   1.16     tc93       *        BT      rap+12     *                               
172   J0608+00      dsm+13     207.44 -9.17  1.0762                   0  dsm+13     *                    0  *          48             0  dsm+13     2.58   2.58     tc93       *        *       *          *                               
173   J0609+2130    lxf+05     189.19 1.04   0.05569801392951         2  lxf+05     0.000235E-15         2  lxf+05     38.73          2  lxf+05     1.82   1.82     tc93       3.76e+09 *       *          *                               
174   J0610-2100    bjd+06     227.75 -18.18 0.0038613247042986       6  bjd+06     0.00001235E-15       6  bjd+06     60.6662       17  bjd+06     5.64   +5.64    tc93       4.95e+09 BT      bjd+06     HE[egc+13]                      
175   J0611+30      cnst96     181.62 5.50   1.412090                 3  cnst96     *                    0  *          73             5  cnst96     3.55   3.55     tc93       *        *       *          *                               

176   B0609+37      stwd85     175.45 9.09   0.29798232657184        18  hlk+04     5.94681E-17         18  hlk+04     27.135         4  hlk+04     1.49   1.49     tc93       7.94e+07 *       *          *                               
177   J0613-0200    lnl+95     210.41 -9.30  0.00306184408653189      4  vbc+09     9.5913E-21           8  vbc+09     38.77919       6  hbo06      0.90   2.19     tc93       5.06e+09 T2      vbc+09     HE                              
178   B0611+22      dls72      188.79 2.40   0.33495996611           16  hlk+04     5.94494E-14         12  hlk+04     96.91          7  hlk+04     4.74   4.74     tc93       8.93e+04 *       *          *                               
179   J0614-3329    rrc+11     240.50 -21.83 0.003148669579439        9  rrc+11     1.75E-20             7  rrc+11     37.049         1  rrc+11     2.96   2.96     tc93       2.84e+09 BT      rrc+11     HE                              
180   J0621+0336    bkl+13     206.25 -5.06  0.2699540683678          9  bkl+13     0.00724E-15          6  bkl+13     72.59         13  bkl+13     3.58   3.58     tc93       5.91e+08 *       *          *                               

181   J0621+1002    cnst96     200.57 -2.01  0.028853860730049        1  sna+02     4.732E-20            2  sna+02     36.6010        6  sna+02     1.88   1.88     tc93       9.66e+09 BT      sna+02     *                               
182   J0621+25      rap+12     187.31 4.93   0.00272                  0  rap+12     *                    0  *          83.6           0  rap+12     4.25   4.25     tc93       *        *       *          *                               
183   J0622+3749    pga+12     175.88 10.96  0.333208231801           6  pga+12     2.54237E-14          5  pga+12     *              0  *          *      *        *          2.08e+05 *       *          NRAD                            
184   J0623+0340    bkl+13     206.50 -4.46  0.613759600022           7  bkl+13     0.08837E-15          3  bkl+13     54             4  bkl+13     2.53   2.53     tc93       1.1e+08  *       *          *                               
185   B0621-04      mlt+78     213.79 -8.04  1.0390764758510         15  hlk+04     8.30442E-16         12  hlk+04     70.835        11  hlk+04     4.28   4.28     tc93       1.98e+07 *       *          *                               

186   J0625+10      cnst96     200.88 -0.96  0.498397                 3  cnst96     *                    0  *          78            15  cnst96     3.36   3.36     tc93       *        *       *          *                               
187   J0627+0649    bkl+13     204.17 -2.08  0.346522567131          13  bkl+13     1.698E-15            3  bkl+13     86.60          8  bkl+13     4.00   4.00     tc93       3.23e+06 *       *          *                               
188   J0627+0706    cha03      203.90 -1.99  0.47587700897           15  bkl+13     29.8087E-15         18  bkl+13     138.15        15  bkl+13     7.88   7.88     tc93       2.53e+05 *       *          *                               
189   J0627+16      dcm+09     195.79 2.12   2.180                    0  dcm+09     *                    0  *          113            0  dcm+09     5.87   5.87     tc93       *        *       *          RRAT                            
190   J0628+0909    cfl+06     202.19 -0.85  1.241421391299           3  nab+13     0.5479E-15           2  nab+13     88.3           2  nab+13     4.00   4.00     tc93       3.59e+07 *       *          RRAT                            

191   B0626+24      dth78      188.82 6.22   0.476622836038           4  hlk+04     1.99573E-15          3  hlk+04     84.195         4  hlk+04     4.67   4.67     tc93       3.78e+06 *       *          *                               
